anonid;took_fall;took_year;tookanother;numeconclass;econmajor;Major;Major_STEM;Major_Business;Major_Finance;Major_Marketing;Major_SocSc;Major_Arts;Major_Comm;Major_Hum;female;greek;econ_hs;varsity;class_fe;class_fe2;yr_2016;treatment_class;treat2016;female_prof;instate;freshman;american;ACumGPA;gradePrinciples;small_class;grade3301;fem2016;femtreat16;female_treat;Testscore3301;top;surveyed;ecojobs_a;ecojobs_b;ecojobs_c;ecojobs_d;ecojobs_e;ecojobs_f;ecojobs_g;ecojobs_h;major_current_a;major_current_b;survey_econmajor
831;0;0;0;0;0;Real Estate Finance - BBA;0;0;1;0;0;0;0;0;1;1;0;0;5;5;0;0;0;0;0;1;1;3.379;3;0;;0;0;0;;0;1;Investment banking;Banking;Business management;;;;;;Marketing;Business;0
832;0;0;1;1;0;Accounting - BBA;0;1;0;0;0;0;0;0;0;;;;1;1;0;1;0;0;0;1;0;3.224;3;0;3.3299999;0;0;0;.75;0;0;;;;;;;;;;;
833;1;1;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;0;0;6;6;0;0;0;1;0;1;1;3.622;3;0;3.3299999;0;0;0;;0;1;Most things withing business;;;;;;;;Finance;Public Policy;0
834;0;0;1;1;0;Markets & Culture - BA;0;0;0;0;1;0;0;0;0;;;;3;3;0;1;0;0;0;1;1;2.595;3;0;1.67;0;0;0;;0;0;;;;;;;;;;;
835;0;0;0;0;0;Real Estate Finance - BBA;0;0;1;0;0;0;0;0;0;;;;3;3;0;1;0;0;0;1;1;3.11;3.3299999;0;;0;0;0;;0;0;;;;;;;;;;;
836;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;1;0;2;2;0;1;0;1;0;1;1;3.43;3.6700001;0;;0;0;0;;0;1;Professor;Economist;Researcher;;;;;;Finance;History;0
837;0;0;0;0;0;Economics - PMJ;0;0;0;0;0;0;0;0;0;;;;1;1;0;1;0;0;0;1;0;3.6;3;0;;0;0;0;;0;0;;;;;;;;;;;
838;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;1;1;0;0;;31;0;0;0;1;0;1;1;3.41;3.3299999;0;;0;0;0;;0;1;Economic advisor;Managerial position;;;;;;;Marketing;;0
839;0;0;1;1;0;Markets & Culture - BA;0;0;0;0;1;0;0;0;0;1;1;0;5;5;0;0;0;0;0;1;1;3.326;3;0;;0;0;0;;0;1;Unsure;;;;;;;;Marketing;Advertising;0
840;0;1;1;1;0;Finance - BBA;0;0;1;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;1;0;3.66;3;0;4;0;0;0;.75;0;1;Economist;Accountant;Investor;;;;;;Finance;;0
841;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;1;1;1;0;;31;0;0;0;1;0;1;1;2.9;2;0;;0;0;0;;0;1;Banker;Teacher;Financial advisor;Accountant;;;;;Marketing;Advertising;0
842;0;1;1;9;1;Economics - BA;0;0;0;0;0;0;0;0;1;1;0;0;5;5;0;0;0;0;0;1;1;3.038;2.6700001;0;2.6700001;0;0;0;.5;0;1;Economic advisor;Banking;Sales;Data management;Insurance;Brokerage firms;Consulting;;Marketing;Management;0
843;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;0;0;6;6;0;0;0;1;0;1;1;3.755;4;0;;0;0;0;;1;1;Consulting;Teaching;Banking;Finance;;;;;Finance;EMIS;0
844;0;0;0;0;0;Mathematics - BS;1;0;0;0;0;0;0;0;1;0;1;1;4;4;0;1;0;1;1;0;1;3.151;3.3299999;1;;0;0;1;;0;1;;;;;;;;;Pre-med;;0
845;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;1;0;2;2;0;1;0;1;0;1;1;3.834;3.6700001;0;;0;0;0;;1;1;Entrepreneur;Consultant;;;;;;;Finance;;0
846;1;1;1;11;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;0;1;0;9;9;1;0;0;1;1;0;1;3.034;2.3299999;0;4;0;0;0;.4;0;1;Law;Business;;;;;;;Accounting;;0
847;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;1;1;1;0;1;1;0;1;0;0;1;1;1;3.603;3;0;;0;0;1;;0;1;;;;;;;;;Dance;Business;0
848;0;0;0;0;0;Creative Computing - BA;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;1;0;0;0;1;1;2.557;3.3299999;0;;0;0;0;;0;1;Finance;Trading;Government;Administration;;;;;Journalism;Advertising;0
849;0;0;0;0;0;Applied Phys & Sport Mgmt - BS;1;0;0;0;0;0;0;0;1;0;0;0;;32;1;0;0;1;0;1;1;3.246;2;1;;1;0;0;;0;1;Economics department in companies;Teacher or professor;;;;;;;Marketing;Sports Management;0
850;0;0;0;0;0;Real Estate Finance - BBA;0;0;1;0;0;0;0;0;1;0;1;1;2;2;1;1;1;1;0;1;1;3.183;1.33;0;;1;1;1;;0;1;Teacher;;;;;;;;Business;;0
851;0;0;0;0;0;Management Science - BS;0;1;0;0;0;0;0;0;0;1;1;0;6;6;1;0;0;1;0;1;1;3.823;3.6700001;0;;0;0;0;;1;1;Economist;Analyst;Consultant;;;;;;EMIS;Philosophy;0
852;0;0;0;0;0;Political Science - BA;0;0;0;0;1;0;0;0;0;0;0;0;5;5;1;0;0;0;0;1;1;2.063;1.33;0;;0;0;0;;0;1;;;;;;;;;Advertising;;0
853;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;1;1;1;0;6;6;1;0;0;1;0;1;1;3.262;2.6700001;0;;1;0;0;;0;1;Economist;;;;;;;;Marketing;Business;0
854;0;0;1;1;0;Advertising - BA;0;0;0;0;0;0;1;0;1;1;1;0;6;6;0;0;0;1;0;1;1;3.971;4;0;4;0;0;0;.7;1;1;Wallstreet;Working for a business;CEO at a business;;;;;;Finance;Advertising;0
855;0;0;0;0;0;Real Estate Finance - BBA;0;0;1;0;0;0;0;0;1;;;;3;3;1;1;1;0;0;1;1;3.513;3;0;;1;1;1;;0;0;;;;;;;;;;;
856;0;0;1;13;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;;;;3;3;0;1;0;0;0;1;1;3.28;3;0;2.6700001;0;0;0;.7;0;0;;;;;;;;;;;
857;0;0;0;0;0;Markets & Culture - PMJ;0;0;0;0;1;0;0;0;1;0;1;0;;30;0;0;0;0;0;1;0;2.46;2.3299999;1;;0;0;0;;0;1;;;;;;;;;Markets and Culture;;0
858;0;0;0;0;0;Undecided DCI;0;0;0;0;0;1;0;1;1;0;1;0;;30;0;0;0;0;0;1;0;2.75;2;1;;0;0;0;;0;1;;;;;;;;;Business Management;Marketing Management;0
859;0;0;1;10;1;Economics - BA;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;1;1;2.837;2.3299999;0;3.3299999;0;0;0;;0;1;;;;;;;;;Undecided;;0
860;0;0;0;0;0;Mathematics - BS;1;0;0;0;0;0;0;0;1;1;0;0;4;4;1;1;1;1;0;0;1;3.859;4;1;;1;1;1;;1;1;Government;Marketing;;;;;;;Management;Math;0
861;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;1;0;1;0;8;8;0;0;0;0;0;1;1;3.45;3.6700001;1;;0;0;0;;0;1;Marketing;Professor;Financial advisor;Accountant;Manager;Business assistant;Stock Broker;Economic forecaster;Business - Marketing;Political Science;0
862;0;0;0;0;0;Undecided DCI;0;0;0;0;0;1;0;1;1;;;;1;1;0;1;0;0;0;1;0;3.014;2;0;;0;0;1;;0;0;;;;;;;;;;;
863;0;1;1;5;0;Finance - BBA;0;0;1;0;0;0;0;0;0;0;0;0;4;4;0;1;0;1;0;1;1;3.915;4;1;4;0;0;0;.85;1;1;Economist;Econs teacher;Stock guy;;;;;;Business;;0
864;0;0;0;0;0;Political Science - BA;0;0;0;0;1;0;0;0;0;0;1;0;4;4;0;1;0;1;0;1;1;2;1.67;1;;0;0;0;;0;1;Federal Reserve;Economics Advisor;Financial Advisor;;;;;;Finance;;0
865;0;0;0;0;0;Business - PMJ;0;1;0;0;0;0;0;0;1;0;0;0;2;2;0;1;0;1;0;1;1;2.953;2.6700001;0;;0;0;1;;0;1;Banking;Analyst;;;;;;;Unsure;;0
866;0;0;1;7;1;Economics - BA;0;0;0;0;0;0;0;0;1;1;0;0;5;5;0;0;0;0;1;1;0;3.746;3.3299999;0;3;0;0;0;.45;1;1;Economist;Professor;;;;;;;International studies;Anthropology;0
867;0;0;0;0;0;Chemistry - BS;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;2.505;0;0;;0;0;0;;0;1;Teacher;;;;;;;;Chemistry;;0
868;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;;;;3;3;0;1;0;0;0;1;0;3.378;3.3299999;0;;0;0;0;;0;0;;;;;;;;;;;
869;0;0;0;0;0;Undecided DCI;0;0;0;0;0;1;0;1;0;;;;3;3;0;1;0;0;0;1;1;1.996;0;0;;0;0;0;;0;0;;;;;;;;;;;
870;0;0;1;11;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;1;1;0;3;3;0;1;0;0;0;1;1;3.013;3;0;3.3299999;0;0;0;.65;0;1;Banking;Accounting;Finance;;;;;;Finance;Mandarin;0
871;0;1;1;4;0;Accounting - BBA;0;1;0;0;0;0;0;0;0;1;1;0;3;3;0;1;0;0;0;1;1;3.484;3;0;4;0;0;0;.75;0;1;Business;Government;University;;;;;;Finance;Accounting;0
872;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;1;1;0;1;4;4;1;1;1;1;0;1;1;3.875;3.6700001;1;;1;1;1;;1;1;Marketing;Professor;;;;;;;Business;Spanish;0
873;0;0;0;0;0;Management Science - BS;0;1;0;0;0;0;0;0;0;;0;0;;32;1;0;0;1;0;0;1;3.054;4;1;;0;0;0;;0;1;Analyst;;;;;;;;Management Science;;0
874;0;1;1;11;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;1;1;0;3;3;1;1;1;0;0;1;1;3.065;2.6700001;0;2;0;0;0;.35;0;1;;;;;;;;;BBA;Economics;1
875;1;1;1;12;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;1;0;2.425;1.33;0;2.6700001;0;0;0;.6;0;1;Stocks Market;Banking;Consulting;;;;;;Management science;Business;0
876;0;0;0;0;0;Applied Phys & Sport Mgmt - BS;1;0;0;0;0;0;0;0;1;;;;9;9;1;0;0;1;0;0;0;3.805;4;0;;1;0;0;;1;0;;;;;;;;;;;
877;0;0;0;0;0;Undecided DCI;0;0;0;0;0;1;0;1;0;0;1;1;4;4;0;1;0;1;0;1;1;3;2.3299999;1;;0;0;0;;0;1;Financial advisor;Sales;;;;;;;Something in Cox;;0
878;0;0;0;0;0;Advertising - BA;0;0;0;0;0;0;1;0;1;0;1;0;2;2;0;1;0;1;1;1;1;3.54;3;0;;0;0;1;;0;1;Financial Analyst;Economist;;;;;;;Business;Advertising;0
879;0;1;1;12;1;Economics - BS;0;0;0;0;0;0;0;0;0;0;1;0;;31;0;0;0;1;0;1;0;2.766;1.67;0;3.3299999;0;0;0;.75;0;1;;;;;;;;;Economics;;1
880;0;0;0;0;0;General Business - BBA;0;1;0;0;0;0;0;0;0;0;1;0;2;2;1;1;1;1;0;1;1;3.548;3;0;;0;0;0;;0;1;Accountant;Financial Advisor;Political Office;;;;;;Film and Media Arts;Business;0
881;0;0;0;0;0;Applied Phys & Sport Mgmt - BS;1;0;0;0;0;0;0;0;1;0;1;0;9;9;1;0;0;1;0;1;1;3.362;3;0;;1;0;0;;0;1;CFO;Consulting;;;;;;;Sports Management;Markets + culture;0
882;0;0;1;11;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;1;;0;2;2;0;1;0;1;0;1;1;3.321;3.6700001;0;3;0;0;0;;0;1;Analyst;Management;Politician;;;;;;Finance;;0
883;1;1;1;8;1;Economics - BA;0;0;0;0;0;0;0;0;0;0;0;0;;31;0;0;0;1;0;1;0;3.744;3.6700001;0;4;0;0;0;.75;1;1;Work at a bank;Work at the government;;;;;;;Economics;Business/ Finance;1
884;0;1;1;4;0;Mathematics - BA;1;0;0;0;0;0;0;0;1;1;0;0;5;5;0;0;0;0;0;1;1;3.007;2.3299999;0;3.3299999;0;0;0;.7;0;1;Banker;Real estate;Politician;Lawyer;Professor;Finance;Policy maker;;German;Math;0
885;0;0;0;0;0;Markets & Culture - BA;0;0;0;0;1;0;0;0;1;1;1;0;9;9;1;0;0;1;0;0;1;3.263;4;0;;1;0;0;;0;1;Investment banking;Stock exchange;entrepreneur;Lawyer;Analyst;;;;Business;Political Science;0
886;0;0;0;0;0;Management Science - BS;0;1;0;0;0;0;0;0;1;0;0;0;5;5;0;0;0;0;0;1;1;3.711;3;0;;0;0;0;;1;1;;;;;;;;;EMIS;;0
887;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;1;0;1;0;7;7;0;0;0;0;1;1;1;3.758;3.3299999;1;;0;0;0;;1;1;Economic advisor for a large business;Economist for white house, governor etc;Economics professor;;;;;;Pre-med;Business;0
888;0;0;0;0;0;Management - BBA;0;1;0;0;0;0;0;0;1;0;0;0;;31;0;0;0;1;0;1;0;4;4;0;;0;0;0;;1;1;Professor;Business consultant;Stock Broker;Economist;;;;;Business management;Chemistry;0
889;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;1;1;1;1;;30;0;0;0;0;0;1;1;3.376;3;1;;0;0;0;;0;1;Professor;Analyst;Lobbyist;Politician;;;;;Business (Finance);Business (Real Estate Management);0
890;0;0;0;0;0;Art - BA;0;0;0;0;0;1;0;0;1;;;;3;3;0;1;0;0;0;1;1;3.47;3.3299999;0;;0;0;1;;0;0;;;;;;;;;;;
891;1;1;1;1;0;Finance - BBA;0;0;1;0;0;0;0;0;0;0;0;0;3;3;1;1;1;0;0;1;1;3.91;3.6700001;0;4;0;0;0;;1;1;Marketing job;Economist;Analyst;;;;;;Business;;0
892;0;1;1;6;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;0;1;0;3;3;0;1;0;0;1;1;1;3.583;3.3299999;0;3.3299999;0;0;0;.8;0;1;Consultant;Investment banking;;;;;;;Finance;Economics;1
893;0;0;1;1;0;Journalism - BA;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;2.4;2;0;;1;1;1;;0;1;Lnad acquisitions;Analyst;;;;;;;Management;Economics;1
894;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;0;1;0;8;8;0;0;0;0;0;1;0;3.64;3.3299999;1;;0;0;0;;0;1;Waiter;Banker;Broker;Saleman;;;;;Finance;;0
895;0;0;0;0;0;Markets & Culture - BA;0;0;0;0;1;0;0;0;0;0;1;0;5;5;0;0;0;0;0;1;0;3;2.6700001;0;;0;0;0;;0;1;Analyst;Banker;;;;;;;Business management;Finance;0
896;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;1;1;1;0;3;3;1;1;1;0;0;1;1;3.668;3.6700001;0;;1;1;1;;0;1;Financial Analyst;Economist;;;;;;;Business;Journalism;0
897;0;0;0;0;0;Applied Phys & Sport Mgmt - BS;1;0;0;0;0;0;0;0;1;1;0;0;2;2;1;1;1;1;0;1;1;3.155;2;0;;1;1;1;;0;1;Professor;Economic analyst;Government Advisor;;;;;;Finance;Sports Management;0
898;0;0;0;0;0;Management - BBA;0;1;0;0;0;0;0;0;1;0;0;0;2;2;1;1;1;1;1;1;1;3.658;2.6700001;0;;1;1;1;;0;1;Corporate;Risk analysis;Government;;;;;;Business Management;Philosophy;0
899;0;1;1;3;0;Management Science - BS;0;1;0;0;0;0;0;0;1;1;1;0;5;5;1;0;0;0;0;1;1;3.048;3;0;2.3299999;1;0;0;.6;0;1;Economic advisor for companies;Author/speaker on economics;Politician;;;;;;EMIS;;0
900;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;;;;9;9;1;0;0;1;0;1;1;3.568;4;0;;0;0;0;;0;0;;;;;;;;;;;
901;0;0;0;0;0;Undecided DCI;0;0;0;0;0;1;0;1;0;;;;6;6;1;0;0;1;0;1;1;3.624;3;0;;0;0;0;;0;0;;;;;;;;;;;
902;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;1;1;1;0;4;4;1;1;1;1;0;1;1;2.823;2;1;;1;1;1;;0;1;Teaching;Government;Bank;;;;;;Accounting;Computer Science;0
903;1;1;1;1;0;Finance - BBA;0;0;1;0;0;0;0;0;0;;;;2;2;1;1;1;1;0;1;1;3.84;3.3299999;0;4;0;0;0;.85;1;0;;;;;;;;;;;
904;0;0;0;0;0;Management Science - BS;0;1;0;0;0;0;0;0;0;0;0;0;6;6;1;0;0;1;0;1;1;3.57;3;0;;0;0;0;;0;1;Economist;Wall Street;Business;;;;;;EMIS;Math;0
905;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;1;1;1;0;4;4;1;1;1;1;1;1;1;3.943;4;1;;1;1;1;;1;1;Teacher and professor;;;;;;;;Finance;Pre-Law;0
906;1;1;1;5;1;Economics - BA;0;0;0;0;0;0;0;0;1;1;1;0;2;2;1;1;1;1;1;1;1;3.644;3;0;3.3299999;1;1;1;.7;0;1;;;;;;;;;Finance;Economics;1
907;0;0;1;11;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;;;;2;2;1;1;1;1;0;1;1;2.712;.33000001;0;;0;0;0;;0;0;;;;;;;;;;;
908;0;0;0;0;0;Business - PMJ;0;1;0;0;0;0;0;0;1;;;;3;3;1;1;1;0;0;1;1;3.031;3;0;;1;1;1;;0;0;;;;;;;;;;;
909;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;0;0;1;0;3;3;1;1;1;0;0;1;1;3.464;3.6700001;0;;0;0;0;;0;1;Financial Analyst;Economic Consultant;Supply Chain Analyst;;;;;;Finance;Marketing;0
910;0;0;1;11;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;1;;;;1;1;1;1;1;0;0;1;1;3.075;3;0;;1;1;1;;0;0;;;;;;;;;;;
911;1;1;1;11;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;;;;3;3;1;1;1;0;0;1;0;3.117;2.6700001;0;2;0;0;0;.45;0;0;;;;;;;;;;;
912;0;0;1;1;0;Markets & Culture - BA;0;0;0;0;1;0;0;0;1;;;;9;9;1;0;0;1;0;0;1;3.145;3;0;;1;0;0;;0;0;;;;;;;;;;;
913;0;0;1;14;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;;;;2;2;0;1;0;1;0;1;0;2.95;.33000001;0;3;0;0;0;.4;0;0;;;;;;;;;;;
914;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;0;0;0;0;;31;0;0;0;1;0;1;0;3.727;4;0;;0;0;0;;1;1;Business Manager;;;;;;;;Business;;0
915;0;0;1;13;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0;1;1;1;1;2.814;3;0;2.3299999;0;0;0;.4;0;1;Government advising on economic policies;"""Think tank"" foundation";Magazine/ news analyst;Teaching;;;;;Business;;0
916;1;1;1;8;1;Economics - BA;0;0;0;0;0;0;0;0;1;0;1;0;;32;1;0;0;1;0;0;0;3.471;3;1;4;1;0;0;.7;0;1;Bank;;;;;;;;Statistics;Economics;1
917;0;0;0;0;0;Environmental Studies - BA;1;0;0;0;0;0;0;0;1;;;;4;4;1;1;1;1;0;0;0;3.582;3;1;;1;1;1;;0;0;;;;;;;;;;;
918;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;0;0;0;9;9;1;0;0;1;0;0;0;3.633;4;0;;0;0;0;;0;1;;;;;;;;;;;0
919;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;1;;;;;31;0;0;0;1;0;1;0;3.625;2.3299999;0;;0;0;0;;0;0;;;;;;;;;;;
920;0;0;0;0;0;Political Science - PMJ;0;0;0;0;1;0;0;0;0;0;1;0;3;3;0;1;0;0;0;1;1;2.131;3.3299999;0;;0;0;0;;0;1;;Banker;Stock Broker;Accountant;Salesman;Work in academics;;;Political Science;;0
921;0;0;1;1;0;General Business - BBA;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1;0;3.7;3.3299999;0;;0;0;1;;1;1;Business woman;Teacher;;;;;;;Undecided;;0
922;0;0;0;0;0;Mathematics - BA;1;0;0;0;0;0;0;0;0;0;0;0;;31;0;0;0;1;0;1;0;3.738;4;0;;0;0;0;;1;1;Government official;Professor;;;;;;;Unsure;;0
923;0;0;1;2;0;Statistical Science - BS;1;0;0;0;0;0;0;0;1;0;0;0;2;2;0;1;0;1;0;1;0;3.677;4;0;;0;0;1;;0;1;;;;;;;;;Finance;;0
924;0;1;1;12;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;0;1;0;5;5;1;0;0;0;0;0;0;2.278;1.67;0;3;0;0;0;.55;0;1;Accountant;Stock analyst;;;;;;;Economics;;1
925;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;3.425;3;0;;0;0;0;;0;1;Financial advisor;Economist;;;;;;;Business;;0
926;0;1;1;10;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;1;0;0;0;1;0;2.411;2.6700001;0;1.67;0;0;0;.55;0;1;Businessman;Accounting;Merchant;Banker;;;;;Business;;0
927;1;1;1;12;1;Economics - BS;0;0;0;0;0;0;0;0;1;;;;2;2;0;1;0;1;0;1;0;3.306;2.6700001;0;4;0;0;1;.75;0;0;;;;;;;;;;;
928;0;0;1;10;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;;;;;31;0;0;0;1;0;1;1;3.106;.33000001;0;2.3299999;0;0;0;.55;0;0;;;;;;;;;;;
929;0;0;0;0;0;Political Science - BA;0;0;0;0;1;0;0;0;1;0;0;0;2;2;0;1;0;1;0;1;1;3.718;3.3299999;0;;0;0;1;;1;1;Finance;Economist;Professor;;;;;;Finance;Political Science;0
930;1;1;1;3;1;Economics - BA;0;0;0;0;0;0;0;0;1;1;1;0;5;5;0;0;0;0;0;1;1;3.76;4;0;4;0;0;0;;1;1;Teacher/ professor;Business department;;;;;;;Mechanical engineering;;0
931;0;0;1;2;0;Finance - BBA;0;0;1;0;0;0;0;0;0;0;0;0;;30;0;0;0;0;0;1;1;3.325;3.6700001;1;3;0;0;0;;0;1;Unsure;;;;;;;;Business ;Undecided;0
932;1;1;1;1;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;0;0;2;2;0;1;0;1;0;1;1;3.287;3;0;4;0;0;0;.5;0;1;;;;;;;;;Finance;;0
933;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;;;;6;6;1;0;0;1;0;1;1;3.16;.33000001;0;;0;0;0;;0;0;;;;;;;;;;;
934;0;1;1;2;0;Mathematics - BS;1;0;0;0;0;0;0;0;1;1;1;0;3;3;0;1;0;0;0;1;1;3.77;3.6700001;0;4;0;0;1;.75;1;1;Investment Banker;Insurance;Finance;Professor;;;;;Management Science;;0
935;0;1;1;6;0;Statistical Science - BS;1;0;0;0;0;0;0;0;1;;;;1;1;0;1;0;0;0;1;0;2.528;2;0;2;0;0;1;.45;0;0;;;;;;;;;;;
936;0;0;0;0;0;Advertising - BA;0;0;0;0;0;0;1;0;0;;;;2;2;1;1;1;1;0;1;1;2.544;1;0;;0;0;0;;0;0;;;;;;;;;;;
937;1;1;1;10;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;;;;;32;1;0;0;0;0;0;0;2.63;1.67;1;3;0;0;0;.35;0;0;;;;;;;;;;;
938;0;1;1;15;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;;;;1;1;0;1;0;0;0;1;0;2.4;1.67;0;2;0;0;0;;0;0;;;;;;;;;;;
939;0;0;0;0;0;Management Science - BS;0;1;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0;1;1;1;1;3.888;4;0;;0;0;0;;1;1;Consulting;Business management;Teacher;Government job;;;;;Management Science;;0
940;0;0;0;0;0;Health and Society - BS;0;0;0;0;1;0;0;0;1;1;0;0;5;5;1;0;0;0;0;1;1;3.417;3;0;;1;0;0;;0;1;Professor;Consultant with finances;Marketing;International relations;;;;;Health and Society or Psychology;Business;0
941;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;1;1;0;0;1;1;1;1;1;0;0;1;1;3.686;3.3299999;0;;1;1;1;;0;1;;;;;;;;;Marketing;;0
942;0;0;0;0;0;Undecided DCI;0;0;0;0;0;1;0;1;1;;;;1;1;0;1;0;0;0;1;1;3.096;2;0;;0;0;1;;0;0;;;;;;;;;;;
943;0;0;0;0;0;Mathematics - BS;1;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;1;0;2.328;1;0;;0;0;0;;0;1;Manager;Economist;;;;;;;Biochemistry;;0
944;0;0;0;0;0;Sociology - BS;0;0;0;0;1;0;0;0;1;0;0;0;;30;0;0;0;0;0;1;0;3.1;3;1;;0;0;0;;0;1;Econs Consulting;Marketing;Teacher;;;;;;Sociology;Psychology;0
945;0;0;0;0;0;Physics - BS;1;0;0;0;0;0;0;0;0;;;;9;9;1;0;0;1;0;0;1;3.113;2;0;;0;0;0;;0;0;;;;;;;;;;;
946;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;1;0;3;3;1;1;1;0;0;1;1;3.46;3;0;;0;0;0;;0;1;Fed;Investment firms;;;;;;;Finance;;0
947;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;0;1;1;1;3.076;2.3299999;0;;0;0;0;;0;1;Pretty much anything;;;;;;;;Finance;Economics;1
948;0;1;1;12;1;Economics - BA;0;0;0;0;0;0;0;0;1;;;;6;6;1;0;0;1;0;1;0;2.97;1.67;0;2.6700001;1;0;0;.3;0;0;;;;;;;;;;;
949;0;0;0;0;0;General Business - BBA;0;1;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;0;0;1;1;2.644;2;0;;0;0;0;;0;1;Professor;;;;;;;;;;0
950;0;0;1;12;1;Economics - BA;0;0;0;0;0;0;0;0;0;;;;9;9;0;0;0;1;0;1;1;3.037;3.6700001;1;4;0;0;0;;0;0;;;;;;;;;;;
951;0;0;0;0;0;Management Science - BS;0;1;0;0;0;0;0;0;1;;;;8;8;1;0;0;0;0;1;1;3.25;2.3299999;1;;1;0;0;;0;0;;;;;;;;;;;
952;1;1;1;4;0;Accounting - BBA;0;1;0;0;0;0;0;0;1;1;1;0;2;2;1;1;1;1;0;1;1;4;4;0;4;1;1;1;.75;1;1;CEO;Consultant;PR;Teacher;;;;;Pre-Business;;0
953;0;0;0;0;0;Corp Comm & Public Affrs - BA;0;0;0;0;0;0;1;0;1;1;1;0;3;3;1;1;1;0;0;1;1;3.43;3;0;;1;1;1;;0;1;Corporate job in economic sector;CEO/Executive;;;;;;;Marketing;;0
954;1;1;1;11;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;;;;6;6;1;0;0;1;0;1;1;3.175;2;0;3.3299999;0;0;0;;0;0;;;;;;;;;;;
955;0;0;1;14;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;;;;2;2;1;1;1;1;0;1;1;3.324;2;0;;0;0;0;;0;0;;;;;;;;;;;
